"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"UltraTech Cement Limited",,"Well-below 2°C",,,India,Asia,"Construction Materials","Targets Set","2021-03-22 00:00:00",,"UltraTech Cement Limited commits to reduce scope 1 GHG emissions 27% per ton of cementitious material by FY2032 from a FY2017 base year. UltraTech Cement Limited also commits to reduce scope 2 GHG emissions 69% per ton of cementitious material within the same time frame.* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Under Armour, Inc.",US9043111072,1.5°C,,1,"United States of America (USA)","North America","Textiles, Apparel, Footwear and Luxury Goods","Targets Set","2021-04-01 00:00:00",,"Under Armour commits to reduce absolute scope 1, 2, and 3 GHG emissions 30% by 2030 from a 2018 base year. Under Armour also commits to increase annual sourcing of renewable electricity from 0% in 2018 to 100% by 2030.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Unibail-Rodamco-Westfield SE",FR0013326246,1.5°C,,1,France,Europe,"Real Estate","Targets Set","2020-12-10 00:00:00",,"Unibail-Rodamco-Westfield commits to reduce absolute scope 1, 2 and 3 GHG emissions 50% by 2030 from a 2015 base year. Unibail-Rodamco-Westfield commits to reduce scope 1, 2 and 3 GHG emissions from operational energy use 80% per square meter over the same target timeframe. Unibail-Rodamco-Westfield also commits to reduce scope 3 GHG emissions associated with the transportation of visitors to the shopping centers 40% per visitors by 2030 from a 2015 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Unicharm Corporation",JP3951600000,2°C,,,Japan,Asia,"Consumer Durables, Household and Personal Products","Targets Set","2018-06-01 00:00:00",,"Disposable hygiene products manufacturer Unicharm Corporation commits to reduce its absolute scope 1 and 2 GHG emissions 34% by 2030, using a 2016 base year. Unicharm Corporation also commits to reduce its absolute scope 3 emissions 18% by 2030, using a 2016 base year. The scope 3 target covers purchased goods and services and the end-of-life treatment of sold products.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Unidas S/A",,,,1,Brazil,"Latin America","Ground Transportation - Trucking Transportation",Committed,"2020-07-01 00:00:00",,,
"Unilever plc",GB00B10RZP78,1.5°C,,1,"United Kingdom (UK)",Europe,"Consumer Durables, Household and Personal Products","Targets Set","2017-06-01 00:00:00",,"Dutch-British transnational consumer goods company, Unilever commits to reduce scope 1 and 2 GHG emissions 100% by 2030 from a 2015 base year. The company also commits to reduce GHG emissions from the life-cycle of their products 50%  per consumer use by 2030 from a  2010 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Union Pacific Railroad",,"Well-below 2°C",,,"United States of America (USA)","North America","Ground Transportation - Railroads Transportation","Targets Set","2020-03-01 00:00:00",,"Union Pacific Railroad commits to reduce absolute scope 1 and 2 GHG emissions and GHG emissions on a well-to-wheel basis from locomotive operations 26% by 2030 from a 2018 base year.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Univar Solutions",US91336L1070,,,1,"United States of America (USA)","North America",Chemicals,Committed,"2019-12-01 00:00:00",,,
"Universal Corporation",US9134561094,"Well-below 2°C",,,"United States of America (USA)","North America",Tobacco,"Targets Set","2021-08-01 00:00:00",,"Universal Corporation commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2020 base year*. Universal Corporation commits to reduce absolute scope 3 GHG emissions from purchased goods and services 30% within the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"UPM-Kymmene Corporation",FI0009005987,1.5°C,,1,Finland,Europe,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","Targets Set","2019-11-05 00:00:00",,"UPM commits to reduce absolute scope 1 and 2 GHG emissions 65% by 2030 from a 2015 base year. UPM also commits to reduce absolute scope 3 GHG emissions 30% by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"USHIO INC.",JP3156400008,2°C,,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2019-06-01 00:00:00",,"Lighting technologies and designs company Ushio Group commits to reduce absolute scope 1 and 2 GHG emissions 21% by FY2030 from a FY2017 base year. Ushio Group also commits to reduce absolute scope 3 GHG emissions 21% from use of sold products by FY2030 from a FY2017 base year","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"V. MANE Fils",,"Well-below 2°C",,,France,Europe,"Consumer Durables, Household and Personal Products","Targets Set","2021-04-01 00:00:00",,"MANE commits to reduce scope 1 and 2 GHG emissions 57% per ton of sold product by 2030 from a 2018 base year.* MANE also commits to reduce scope 3 GHG emissions 38% per ton of sold product over the same target period. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
Vakifbank,,,,,Turkey,Asia,"Banks, Diverse Financials, Insurance",Committed,"2019-03-01 00:00:00",,,
"Vakrangee Limited",,,,1,India,Asia,"Software and Services",Committed,"2020-07-01 00:00:00",,,
"Vale S.A.",,,,,Brazil,"Latin America","Mining - Iron, Aluminum, Other Metals",Committed,"2019-12-01 00:00:00",,,
"Valio Ltd.",,1.5°C,,1,Finland,Europe,"Food and Beverage Processing","Targets Set","2021-04-01 00:00:00",,"Valio Ltd commits to reduce absolute scope 1 and 2 GHG emissions 47% by 2030 from a 2019 base year*. Valio Ltd commits to reduce absolute scope 3 GHG emissions from upstream transportation and distribution 28% by 2030 from a 2019 base year. Valio Ltd also commits to reduce scope 3 GHG emissions from purchased goods and services 50% per kg of raw milk over the same target period. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
VALLOUREC,FR0000120354,"Well-below 2°C",,,France,Europe,"Mining - Iron, Aluminum, Other Metals","Targets Set","2020-06-01 00:00:00",,"Vallourec commits to reduce absolute Scopes 1 and 2 GHG emissions 20% by 2025 from a 2017 base-year*. Vallourec commits to reduce absolute scope 3 mandatory and optional GHG emissions 25% by 2025 from a 2017 base-year. Vallourec commits to reduce scopes 3 GHG emissions from purchased goods and services 45% per unit of value added by 2025 from a 2017 base-year. Vallourec commits to reduce absolute Scopes 1 2 3 GHG emissions 25% by 2025 from a 2017 base-year.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Valora Sustainability & Innovation",,,,1,Spain,Europe,"Professional Services",Committed,"2019-12-01 00:00:00",,,
"Vasakronan AB",,"Well-below 2°C",,,Sweden,Europe,"Real Estate","Targets Set","2019-05-01 00:00:00",,"Real estate company Vasakronan AB  commits to reduce absolute scope 1,2, and 3 GHG emissions 50 % by 2030 from a 2017 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Vattenfall AB",DE0006012008,2°C,,,Sweden,Europe,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)","Targets Set","2019-10-01 00:00:00",,"European energy company Vattenfall commits to reduce absolute scope 1 and 2 GHG emissions 38% by 2030 from a 2017 base year. Vattenfall also commits to reduce absolute scope 3 GHG emissions from use of sold products 20% by 2030 from a 2017 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"VAUDE Sport",,,,,Germany,Europe,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2019-11-01 00:00:00",,,
"Ventas, Inc.",US92276F1003,"Well-below 2°C",1,,"United States of America (USA)","North America","Real Estate","Targets Set","2021-04-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Ventas, Inc. commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Veolia Environnement S.A.",FR0000124141,2°C,,,France,Europe,"Water Utilities","Targets Set","2019-10-01 00:00:00",,"French transnational company Veolia commits to reduce absolute scope 1 and 2 GHG emissions 22% by 2034 from a 2018 base year.The target boundary includes biogenic emissions and removals associated with the use of bioenergy based on applicable EU and French regulation.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
Verallia,,"Well-below 2°C",,,France,Europe,"Containers and Packaging","Targets Set","2021-03-01 00:00:00",,"Verallia commits to reduce absolute scope 1 and 2 GHG emissions 27.5% by 2030 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Verbund AG",AT0000746409,1.5°C,,,Austria,Europe,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)","Targets Set","2016-10-01 00:00:00",,"Austrian electricity provider Verbund commits to reduce GHG emissions 90% by 2021 from a 2011 base-year (Scope 1, Scope 2, and scope 3 emissions from fuel-and-energy related activities and business air travel). This is a milestone in the long term goal to achieve carbon neutrality by 2050.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Verdani Partners",,,,,"United States of America (USA)","North America","Professional Services",Committed,"2018-07-01 00:00:00",,,
Verescence,,,,,France,Europe,"Containers and Packaging",Committed,"2020-01-01 00:00:00",,,
"Veritas Technologies, LLC",,1.5°C,,,"United States of America (USA)","North America","Software and Services","Targets Set","2021-04-01 00:00:00",,"Veritas commits to reduce absolute scope 1 and 2 GHG emissions 25% by FY2025 from a FY2019 base year. Veritas commits to reduce absolute scope 3 GHG emissions from business travel 19% by FY2025 from a FY2019 base year. Veritas commits to reduce scope 3 GHG emissions from use of sold products 17% per appliance sold by FY2025 from a FY2019 base year. Veritas also commits that 50% of its suppliers by spend covering purchased goods and services and capital goods, will have science-based targets by FY2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
